Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Indonesia,IDN,2021,Agricultural land (sq. km),AG.LND.AGRI.K2,646000
Indonesia,IDN,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,643000
Indonesia,IDN,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,641000
Indonesia,IDN,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,639000
Indonesia,IDN,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,633000
Indonesia,IDN,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,597000
Indonesia,IDN,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,578000
Indonesia,IDN,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,573000
Indonesia,IDN,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,569700
Indonesia,IDN,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,564400
Indonesia,IDN,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,564100
Indonesia,IDN,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,553800
Indonesia,IDN,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,553500
Indonesia,IDN,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,546200
Indonesia,IDN,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,542900
Indonesia,IDN,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,532600
Indonesia,IDN,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,521300
Indonesia,IDN,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,519000
Indonesia,IDN,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,511250
Indonesia,IDN,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,499500
Indonesia,IDN,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,486750
Indonesia,IDN,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,471770
Indonesia,IDN,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,458770
Indonesia,IDN,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,438770
Indonesia,IDN,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,435270
Indonesia,IDN,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,429680
Indonesia,IDN,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,429780
Indonesia,IDN,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,419710
Indonesia,IDN,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,420160
Indonesia,IDN,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,413510
Indonesia,IDN,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,415240
Indonesia,IDN,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,450830
Indonesia,IDN,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,444350
Indonesia,IDN,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,441370
Indonesia,IDN,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,434850
Indonesia,IDN,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,412920
Indonesia,IDN,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,396790
Indonesia,IDN,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,370520
Indonesia,IDN,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,379000
Indonesia,IDN,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,379500
Indonesia,IDN,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,379500
Indonesia,IDN,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,380000
Indonesia,IDN,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,380000
Indonesia,IDN,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,380460
Indonesia,IDN,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,380460
Indonesia,IDN,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,380460
Indonesia,IDN,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,382560
Indonesia,IDN,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,383000
Indonesia,IDN,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,383000
Indonesia,IDN,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,383500
Indonesia,IDN,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,383500
Indonesia,IDN,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,384000
Indonesia,IDN,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,384000
Indonesia,IDN,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,384500
Indonesia,IDN,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,384500
Indonesia,IDN,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,384500
Indonesia,IDN,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,385000
Indonesia,IDN,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,385500
Indonesia,IDN,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,385500
Indonesia,IDN,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,386000
Indonesia,IDN,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,386000
Indonesia,IDN,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.1337419293713
Indonesia,IDN,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.2473231961967
Indonesia,IDN,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.1407996403765
Indonesia,IDN,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.0342760845563
Indonesia,IDN,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.7147054170956
Indonesia,IDN,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.7972814123319
Indonesia,IDN,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.7853076320399
Indonesia,IDN,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.5189987424894
Indonesia,IDN,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.3432348753861
Indonesia,IDN,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.0609474524625
Indonesia,IDN,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.0449689190895
Indonesia,IDN,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.4963726066154
Indonesia,IDN,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.4803940732424
Indonesia,IDN,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.0915830944986
Indonesia,IDN,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9158192273953
Indonesia,IDN,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.3672229149212
Indonesia,IDN,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7653648245371
Indonesia,IDN,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.6428627353438
Indonesia,IDN,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.2300839565405
Indonesia,IDN,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.6042580660968
Indonesia,IDN,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.925170397743
Indonesia,IDN,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.1273089646496
Indonesia,IDN,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.3244423345496
Indonesia,IDN,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.2204275849125
Indonesia,IDN,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.027225003726
Indonesia,IDN,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.7186528812025
Indonesia,IDN,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.7241729549507
Indonesia,IDN,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.1683015285084
Indonesia,IDN,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.1931418603753
Indonesia,IDN,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.8260569561209
Indonesia,IDN,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.9215542319645
Indonesia,IDN,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8861484789437
Indonesia,IDN,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.5284477000613
Indonesia,IDN,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.3639495023654
Indonesia,IDN,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.0040406939837
Indonesia,IDN,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.7934885210066
Indonesia,IDN,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.9031006254244
Indonesia,IDN,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.4529772517761
Indonesia,IDN,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9210795056222
Indonesia,IDN,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9486798743631
Indonesia,IDN,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9486798743631
Indonesia,IDN,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.976280243104
Indonesia,IDN,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.976280243104
Indonesia,IDN,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.0016725823457
Indonesia,IDN,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.0016725823457
Indonesia,IDN,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.0016725823457
Indonesia,IDN,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1175941310576
Indonesia,IDN,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1418824555496
Indonesia,IDN,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1418824555496
Indonesia,IDN,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1694828242905
Indonesia,IDN,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1694828242905
Indonesia,IDN,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1970831930315
Indonesia,IDN,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.1970831930315
Indonesia,IDN,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2246835617724
Indonesia,IDN,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2246835617724
Indonesia,IDN,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2246835617724
Indonesia,IDN,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2522839305133
Indonesia,IDN,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2798842992542
Indonesia,IDN,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.2798842992542
Indonesia,IDN,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.3074846679952
Indonesia,IDN,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.3074846679952
Indonesia,IDN,2021,Arable land (% of land area),AG.LND.ARBL.ZS,13.8965543768183
Indonesia,IDN,2020,Arable land (% of land area),AG.LND.ARBL.ZS,14.0078475903573
Indonesia,IDN,2019,Arable land (% of land area),AG.LND.ARBL.ZS,14.0078475903573
Indonesia,IDN,2018,Arable land (% of land area),AG.LND.ARBL.ZS,14.0078475903573
Indonesia,IDN,2017,Arable land (% of land area),AG.LND.ARBL.ZS,14.0078475903573
Indonesia,IDN,2016,Arable land (% of land area),AG.LND.ARBL.ZS,13.4219680333461
Indonesia,IDN,2015,Arable land (% of land area),AG.LND.ARBL.ZS,12.6763031426047
Indonesia,IDN,2014,Arable land (% of land area),AG.LND.ARBL.ZS,12.5165178088744
Indonesia,IDN,2013,Arable land (% of land area),AG.LND.ARBL.ZS,12.5005392755013
Indonesia,IDN,2012,Arable land (% of land area),AG.LND.ARBL.ZS,12.4845607421283
Indonesia,IDN,2011,Arable land (% of land area),AG.LND.ARBL.ZS,12.4685822087553
Indonesia,IDN,2010,Arable land (% of land area),AG.LND.ARBL.ZS,12.4526036753822
Indonesia,IDN,2009,Arable land (% of land area),AG.LND.ARBL.ZS,12.4366251420092
Indonesia,IDN,2008,Arable land (% of land area),AG.LND.ARBL.ZS,12.4206466086362
Indonesia,IDN,2007,Arable land (% of land area),AG.LND.ARBL.ZS,12.4046680752632
Indonesia,IDN,2006,Arable land (% of land area),AG.LND.ARBL.ZS,12.3886895418901
Indonesia,IDN,2005,Arable land (% of land area),AG.LND.ARBL.ZS,12.3727110085171
Indonesia,IDN,2004,Arable land (% of land area),AG.LND.ARBL.ZS,12.3567324751441
Indonesia,IDN,2003,Arable land (% of land area),AG.LND.ARBL.ZS,11.9972154742509
Indonesia,IDN,2002,Arable land (% of land area),AG.LND.ARBL.ZS,11.6376984733577
Indonesia,IDN,2001,Arable land (% of land area),AG.LND.ARBL.ZS,11.2781814724645
Indonesia,IDN,2000,Arable land (% of land area),AG.LND.ARBL.ZS,10.9186644715713
Indonesia,IDN,1999,Arable land (% of land area),AG.LND.ARBL.ZS,10.874545283925
Indonesia,IDN,1998,Arable land (% of land area),AG.LND.ARBL.ZS,10.3225379091065
Indonesia,IDN,1997,Arable land (% of land area),AG.LND.ARBL.ZS,10.2121364341428
Indonesia,IDN,1996,Arable land (% of land area),AG.LND.ARBL.ZS,9.9035643116192
Indonesia,IDN,1995,Arable land (% of land area),AG.LND.ARBL.ZS,9.5729118941029
Indonesia,IDN,1994,Arable land (% of land area),AG.LND.ARBL.ZS,9.4536783011421
Indonesia,IDN,1993,Arable land (% of land area),AG.LND.ARBL.ZS,10.0073416980851
Indonesia,IDN,1992,Arable land (% of land area),AG.LND.ARBL.ZS,9.99133348421535
Indonesia,IDN,1991,Arable land (% of land area),AG.LND.ARBL.ZS,9.9808453440938
Indonesia,IDN,1990,Arable land (% of land area),AG.LND.ARBL.ZS,11.1798053621996
Indonesia,IDN,1989,Arable land (% of land area),AG.LND.ARBL.ZS,11.5148738387145
Indonesia,IDN,1988,Arable land (% of land area),AG.LND.ARBL.ZS,11.6782680216608
Indonesia,IDN,1987,Arable land (% of land area),AG.LND.ARBL.ZS,11.6859961249082
Indonesia,IDN,1986,Arable land (% of land area),AG.LND.ARBL.ZS,11.1384048090883
Indonesia,IDN,1985,Arable land (% of land area),AG.LND.ARBL.ZS,10.7641438089613
Indonesia,IDN,1984,Arable land (% of land area),AG.LND.ARBL.ZS,9.94772490160469
Indonesia,IDN,1983,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1982,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1981,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1980,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1979,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1978,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1977,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1976,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1975,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1974,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1973,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1972,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1971,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1970,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1969,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1968,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1967,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1966,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1965,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1964,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1963,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1962,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,1961,Arable land (% of land area),AG.LND.ARBL.ZS,9.9361327467335
Indonesia,IDN,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,140582.419643
Indonesia,IDN,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,141399.763331
Indonesia,IDN,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,142252.7978
Indonesia,IDN,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,7.44376393971379
Indonesia,IDN,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,7.48704185088667
Indonesia,IDN,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,7.5322095698588
Indonesia,IDN,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,5029.16204349
Indonesia,IDN,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,4211.81835523
Indonesia,IDN,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3358.78388623
Indonesia,IDN,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.266291440717653
Indonesia,IDN,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.223013529521419
Indonesia,IDN,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.177845810572515
Indonesia,IDN,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,7.71005538043145
Indonesia,IDN,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,7.71005538040808
Indonesia,IDN,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,7.71005538043132
Indonesia,IDN,2021,Forest area (sq. km),AG.LND.FRST.K2,915276.633
Indonesia,IDN,2020,Forest area (sq. km),AG.LND.FRST.K2,921332
Indonesia,IDN,2019,Forest area (sq. km),AG.LND.FRST.K2,927387.3
Indonesia,IDN,2018,Forest area (sq. km),AG.LND.FRST.K2,933442.7
Indonesia,IDN,2017,Forest area (sq. km),AG.LND.FRST.K2,939498
Indonesia,IDN,2016,Forest area (sq. km),AG.LND.FRST.K2,952718
Indonesia,IDN,2015,Forest area (sq. km),AG.LND.FRST.K2,950279
Indonesia,IDN,2014,Forest area (sq. km),AG.LND.FRST.K2,959541.6
Indonesia,IDN,2013,Forest area (sq. km),AG.LND.FRST.K2,968804.2
Indonesia,IDN,2012,Forest area (sq. km),AG.LND.FRST.K2,978066.8
Indonesia,IDN,2011,Forest area (sq. km),AG.LND.FRST.K2,987329.4
Indonesia,IDN,2010,Forest area (sq. km),AG.LND.FRST.K2,996592
Indonesia,IDN,2009,Forest area (sq. km),AG.LND.FRST.K2,998212.8
Indonesia,IDN,2008,Forest area (sq. km),AG.LND.FRST.K2,999833.6
Indonesia,IDN,2007,Forest area (sq. km),AG.LND.FRST.K2,1001454.4
Indonesia,IDN,2006,Forest area (sq. km),AG.LND.FRST.K2,1003075.2
Indonesia,IDN,2005,Forest area (sq. km),AG.LND.FRST.K2,1004696
Indonesia,IDN,2004,Forest area (sq. km),AG.LND.FRST.K2,1006316.8
Indonesia,IDN,2003,Forest area (sq. km),AG.LND.FRST.K2,1007937.6
Indonesia,IDN,2002,Forest area (sq. km),AG.LND.FRST.K2,1009558.4
Indonesia,IDN,2001,Forest area (sq. km),AG.LND.FRST.K2,1011179.2
Indonesia,IDN,2000,Forest area (sq. km),AG.LND.FRST.K2,1012800
Indonesia,IDN,1999,Forest area (sq. km),AG.LND.FRST.K2,1030065
Indonesia,IDN,1998,Forest area (sq. km),AG.LND.FRST.K2,1047330
Indonesia,IDN,1997,Forest area (sq. km),AG.LND.FRST.K2,1064595
Indonesia,IDN,1996,Forest area (sq. km),AG.LND.FRST.K2,1081860
Indonesia,IDN,1995,Forest area (sq. km),AG.LND.FRST.K2,1099125
Indonesia,IDN,1994,Forest area (sq. km),AG.LND.FRST.K2,1116390
Indonesia,IDN,1993,Forest area (sq. km),AG.LND.FRST.K2,1133655
Indonesia,IDN,1992,Forest area (sq. km),AG.LND.FRST.K2,1150920
Indonesia,IDN,1991,Forest area (sq. km),AG.LND.FRST.K2,1168185
Indonesia,IDN,1990,Forest area (sq. km),AG.LND.FRST.K2,1185450
Indonesia,IDN,2021,Forest area (% of land area),AG.LND.FRST.ZS,48.3619448681206
Indonesia,IDN,2020,Forest area (% of land area),AG.LND.FRST.ZS,49.0717803654717
Indonesia,IDN,2019,Forest area (% of land area),AG.LND.FRST.ZS,49.3942964092507
Indonesia,IDN,2018,Forest area (% of land area),AG.LND.FRST.ZS,49.7168177792076
Indonesia,IDN,2017,Forest area (% of land area),AG.LND.FRST.ZS,50.0393338229866
Indonesia,IDN,2016,Forest area (% of land area),AG.LND.FRST.ZS,50.7434545269582
Indonesia,IDN,2015,Forest area (% of land area),AG.LND.FRST.ZS,50.6135490506354
Indonesia,IDN,2014,Forest area (% of land area),AG.LND.FRST.ZS,51.1068915947056
Indonesia,IDN,2013,Forest area (% of land area),AG.LND.FRST.ZS,51.6002341387757
Indonesia,IDN,2012,Forest area (% of land area),AG.LND.FRST.ZS,52.0935766828458
Indonesia,IDN,2011,Forest area (% of land area),AG.LND.FRST.ZS,52.586919226916
Indonesia,IDN,2010,Forest area (% of land area),AG.LND.FRST.ZS,53.0802617709861
Indonesia,IDN,2009,Forest area (% of land area),AG.LND.FRST.ZS,53.1665884606228
Indonesia,IDN,2008,Forest area (% of land area),AG.LND.FRST.ZS,53.2529151502595
Indonesia,IDN,2007,Forest area (% of land area),AG.LND.FRST.ZS,53.3392418398962
Indonesia,IDN,2006,Forest area (% of land area),AG.LND.FRST.ZS,53.4255685295329
Indonesia,IDN,2005,Forest area (% of land area),AG.LND.FRST.ZS,53.5118952191696
Indonesia,IDN,2004,Forest area (% of land area),AG.LND.FRST.ZS,53.5982219088063
Indonesia,IDN,2003,Forest area (% of land area),AG.LND.FRST.ZS,53.684548598443
Indonesia,IDN,2002,Forest area (% of land area),AG.LND.FRST.ZS,53.7708752880796
Indonesia,IDN,2001,Forest area (% of land area),AG.LND.FRST.ZS,53.8572019777163
Indonesia,IDN,2000,Forest area (% of land area),AG.LND.FRST.ZS,53.943528667353
Indonesia,IDN,1999,Forest area (% of land area),AG.LND.FRST.ZS,56.8603476542447
Indonesia,IDN,1998,Forest area (% of land area),AG.LND.FRST.ZS,57.8133883868688
Indonesia,IDN,1997,Forest area (% of land area),AG.LND.FRST.ZS,58.766429119493
Indonesia,IDN,1996,Forest area (% of land area),AG.LND.FRST.ZS,59.7194698521172
Indonesia,IDN,1995,Forest area (% of land area),AG.LND.FRST.ZS,60.6725105847414
Indonesia,IDN,1994,Forest area (% of land area),AG.LND.FRST.ZS,61.6255513173656
Indonesia,IDN,1993,Forest area (% of land area),AG.LND.FRST.ZS,62.5785920499898
Indonesia,IDN,1992,Forest area (% of land area),AG.LND.FRST.ZS,63.531632782614
Indonesia,IDN,1991,Forest area (% of land area),AG.LND.FRST.ZS,64.4846735152382
Indonesia,IDN,1990,Forest area (% of land area),AG.LND.FRST.ZS,65.4377142478624
Indonesia,IDN,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
Indonesia,IDN,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2702
